war_total,next_season_war_total,player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
-0.090438571,1.450108113,Danny Manning,mannida01,2000,2386,1222,-3.453277556,0.562982447,-2.890295109,-0.062508711,-0.02792986,-3.107795197,0.697833697,-2.409961499,0.707795064,MIL,34,208.28,110.676448,Kansas,USA,1988,1,1,72,4.6,2.9,1,-2,0.051,0.157,0.162,0.46,0.096
1.450108113,-0.064378141,Danny Manning,mannida01,2001,2644,1401,-1.378193769,0.62594163,-0.75225214,1.327019204,0.123088909,-1.019515388,0.58520229,-0.434313099,1.130663255,UTA,35,208.28,110.676448,Kansas,USA,1988,1,1,82,7.4,2.6,1.1,3.5,0.065,0.136,0.232,0.537,0.135
-0.064378141,0.189893161,Danny Manning,mannida01,2002,1079,552,-3.036234083,0.059187249,-2.977046835,-0.064378141,0,-2.877379439,-0.159656491,-3.03703593,0.624167818,DAL,36,208.28,106.140528,Kansas,USA,1988,1,1,41,4,2.6,0.7,-2.1,0.05,0.158,0.156,0.505,0.084
0.189893161,NA,Danny Manning,mannida01,2003,189,103,-1.118397777,1.957035755,0.838637977,0.223884711,-0.03399155,-0.430700934,2.165487267,1.734786333,1.171566582,DET,37,208.28,106.140528,Kansas,USA,1988,1,1,13,2.6,1.4,0.5,-0.7,0.079,0.155,0.21600000000000005,0.491,0.152
0.705590952,-0.86469104,Dante Cunningham,cunnida01,2010,1384,749,-1.235990163,0.283546387,-0.952443776,0.439741796,0.265849156,-1.327471035,0.463884629,-0.863586406,0.456912165,POR,23,203.2,104.32616,Villanova,USA,2009,2,33,63,3.9,2.5,0.2,5.5,0.094,0.19,0.166,0.517,0.032
-0.86469104,0.94026336,Dante Cunningham,cunnida01,2011,3051,1637,-3.296375927,-0.477896635,-3.774272563,-0.86469104,0,-3.257059962,-0.298366035,-3.555425996,0.148664632,CHA,24,203.2,104.32616,Villanova,USA,2009,2,33,78,6.2,3.6,0.6,-3.3,0.071,0.147,0.16,0.483,0.044
0.94026336,0.776066875,Dante Cunningham,cunnida01,2012,2242,1173,-1.529576251,0.361033197,-1.168543054,0.966012071,-0.025748711,-1.817034151,-0.006889906,-1.823924056,-0.402163242,MEM,25,203.2,104.32616,Villanova,USA,2009,2,33,64,5.2,3.8,0.6,-1.4,0.094,0.163,0.13699999999999998,0.5379999999999999,0.054
0.776066875,1.182832861,Dante Cunningham,cunnida01,2013,3931,2010,-2.311247076,0.321273999,-1.989973077,0.776066875,0,-2.283380078,0.615017269,-1.668362809,-0.399242127,MIN,26,203.2,104.32616,Villanova,USA,2009,2,33,80,8.7,5.1,0.8,-1.8,0.078,0.159,0.173,0.485,0.05599999999999999
1.182832861,0.522444979,Dante Cunningham,cunnida01,2014,3341,1635,-1.521634791,0.210000972,-1.311633819,1.182832861,0,-1.573397617,0.260911354,-1.312486263,-1.360490952,MIN,27,203.2,100.243832,Villanova,USA,2009,2,33,81,6.3,4.1,1,-0.9,0.073,0.149,0.155,0.474,0.08
0.522444979,-1.884683847,Dante Cunningham,cunnida01,2015,3325,1727,-2.304443092,0.159936066,-2.144507026,-0.007618657,0.530063636,-2.227101527,0.099842815,-2.127258712,-1.519843022,NOP,28,203.2,104.32616,Villanova,USA,2009,2,33,66,5.2,3.9,0.8,0.8,0.051,0.127,0.112,0.473,0.045
-1.884683847,1.324776682,Dante Cunningham,cunnida01,2016,4034,1971,-1.957407963,-2.67745574,-4.634863704,-1.884683847,0,-2.289206825,-2.473725837,-4.762932661,-0.55380332,NOP,29,203.2,104.32616,Villanova,USA,2009,2,33,80,6.1,3,1,-6.4,0.031,0.108,0.111,0.54,0.05599999999999999
1.324776682,-0.216846519,Dante Cunningham,cunnida01,2017,3421,1649,-1.374112552,0.208168806,-1.165943746,1.324776682,0,-1.829762445,-0.03209777,-1.861860215,-0.58302606,NOP,30,203.2,104.32616,Villanova,USA,2009,2,33,66,6.6,4.2,0.6,-0.3,0.036,0.14400000000000002,0.108,0.586,0.031
-0.216846519,-0.657433418,Dante Cunningham,cunnida01,2018,3323,1562,-2.449907768,-0.575964535,-3.025872303,-0.216846519,0,-2.362955583,-0.63672874,-2.999684324,-0.304877249,BKN,31,203.2,104.32616,Villanova,USA,2009,2,33,73,5.7,4.1,0.7,-1.1,0.049,0.133,0.114,0.539,0.042
-0.657433418,NA,Dante Cunningham,cunnida01,2019,1974,941,-2.148799324,-2.011308859,-4.160108183,-0.786852632,0.129419214,-2.371345121,-2.269841216,-4.641186337,-0.509801069,SAS,32,203.2,104.32616,Villanova,USA,2009,2,33,64,3,2.9,0.8,-8.2,0.049,0.14800000000000002,0.086,0.585,0.07200000000000001
-0.786954475,1.138286817,Dante Exum,exumda01,2015,3446,1817,-2.844905831,-0.761782029,-3.60668786,-0.786954475,0,-2.583904378,-0.55620970300000006,-3.140114081,-0.872249366,UTA,19,198.12,86.18248,None,World,2014,1,5,82,4.8,1.6,2.4,3.3,0.018,0.065,0.141,0.457,0.16899999999999998
1.138286817,0.696630667,Dante Exum,exumda01,2017,2593,1312,-1.888438013,0.84254843,-1.045889583,0.793492795,0.344794022,-1.666458027,0.928101968,-0.738356059,0.060763752,UTA,21,198.12,86.18248,None,World,2014,1,5,66,6.2,2,1.7,2,0.02899999999999999,0.091,0.181,0.521,0.14400000000000002
0.696630667,0.685518339,Dante Exum,exumda01,2018,748,349,0.132494499,0.979531559,1.112026058,0.828430044,-0.131799377,-0.887901561,0.321037442,-0.566864119,0.999341101,UTA,22,198.12,86.18248,None,World,2014,1,5,14,8.1,1.9,3.1,8.1,0.018,0.083,0.223,0.5660000000000001,0.27
0.685518339,0.297406683,Dante Exum,exumda01,2019,1426,664,-0.710550123,-0.013893065,-0.724443188,0.685518339,0,-1.063445661,-0.008908832,-1.072354493,-0.101766481,UTA,23,198.12,86.18248,None,World,2014,1,5,42,6.9,1.6,2.6,3.2,0.024,0.077,0.207,0.516,0.251
0.297406683,0.3136643215795371,Dante Exum,exumda01,2020,1022,485,-1.996298334,0.447571792,-1.548726542,0.297406683,0,-2.215466583,-0.959150791,-3.174617374,0.087758785,CLE,24,195.58,97.068688,None,World,2014,1,5,35,4.5,1.9,1.1,-8.8,0.024,0.109,0.145,0.5760000000000001,0.124
0.3136643215795371,NA,Dante Exum,exumda01,2021,248,116,-3.890533685274399,6.426426874001538,2.535893188727139,0.3136643215795371,0,-2.893716022322264,4.855403341040036,1.961687318717773,0.2673393386772246,HOU,25,195.58,97.068688,None,World,2014,1,5,6,3.8,2.8,2.2,3.6,0.015,0.129,0.119,0.428,0.155
0.92417966,1.505499169,Danuel House Jr.,houseda01,2018,846,403,1.078605898,0.69282547,1.771431368,0.92417966,0,0.443489901,-0.877890842,-0.434400941,-0.584148783,PHX,25,200.66,99.79024,Texas A&M,USA,Undrafted,U,NA,23,6.6,3.3,1.1,3.2,0.032,0.14,0.16,0.5329999999999999,0.092
1.505499169,3.045406621,Danuel House Jr.,houseda01,2019,2351,1120,0.555661147,-0.669027287,-0.11336614,1.639209236,-0.133710066,0.762689622,-0.653628404,0.109061217,-0.025057991,HOU,26,200.66,99.79024,Texas A&M,USA,Undrafted,U,NA,39,9.4,3.6,1,8.9,0.025,0.112,0.13699999999999998,0.6459999999999999,0.05799999999999999
3.045406621,-1.336001245994321,Danuel House Jr.,houseda01,2020,4756,2192,-0.381740809,0.332287923,-0.049452886,2.553038728,0.492367894,-0.398877321,0.708083097,0.309205776,0.227838495,HOU,27,198.12,99.79024,Texas A&M,USA,Undrafted,U,NA,63,10.5,4.2,1.3,3.3,0.027,0.101,0.135,0.5720000000000001,0.061
-1.336001245994321,NA,Danuel House Jr.,houseda01,2021,1979,932,-3.474712225623747,-2.091871397487666,-5.566583623111413,-1.336001245994321,0,-4.297323473906173,-2.253034546495128,-6.550358020401301,-0.2489751352297708,HOU,28,198.12,99.79024,Texas A&M,USA,Undrafted,U,NA,36,8.8,3.7,1.9,-11.2,0.018,0.121,0.153,0.525,0.11
-0.095201572,NA,Darington Hobson,hobsoda01,2012,77,39,-5.157263107,-2.355047084,-7.512310191,-0.095201572,0,-5.366101654,-4.373611958,-9.739713612,0.430839405,MIL,24,200.66,95.25432,New Mexico,USA,2010,2,37,5,0.8,0.6,1.2,10.2,0,0.094,0.174,0.154,0.25
0.960452962,4.565806897,Dario Saric,saricda01,2017,4482,2129,-2.140154594,0.266079055,-1.874075539,0.960452962,0,-1.89023624,-0.278223036,-2.168459276,0.928899882,PHI,23,208.28,101.151016,None,World,2014,1,12,81,12.8,6.3,2.2,-7.2,0.059,0.207,0.244,0.508,0.145
4.565806897,1.283736241,Dario Saric,saricda01,2018,5543,2639,1.11395849,-0.503272776,0.610685714,3.776665605,0.789141292,1.775207811,-0.455549393,1.319658418,0.268657028,PHI,24,208.28,101.151016,None,World,2014,1,12,78,14.6,6.7,2.6,5.9,0.067,0.147,0.204,0.5820000000000001,0.129
1.283736241,1.583416368,Dario Saric,saricda01,2019,4344,2023,-0.551040056,-0.971618063,-1.522658118,1.283736241,0,-0.087800867,-0.833197291,-0.920998158,0.207291204,MIN,25,208.28,101.151016,None,World,2014,1,12,81,10.6,5.6,1.6,-2,0.05799999999999999,0.153,0.172,0.563,0.08900000000000001
1.583416368,1.696194156717571,Dario Saric,saricda01,2020,3488,1632,-0.348447271,-0.503311102,-0.851758373,1.583416368,0,-0.657285797,-0.026013215,-0.683299012,0.184258679,PHX,26,208.28,102.0582,None,World,2014,1,12,66,10.7,6.2,1.9,-1.2,0.06,0.18600000000000003,0.174,0.5920000000000001,0.105
1.696194156717571,NA,Dario Saric,saricda01,2021,2134,1018,-0.7280407456964767,1.208739802038885,0.4806990563424079,1.386195288249161,0.30999886846841,-0.0292726416300983,0.6527626931754248,0.6234900515453263,0.372795532790569,PHX,27,208.28,102.0582,None,World,2014,1,12,50,8.7,3.8,1.3,11.5,0.055,0.168,0.218,0.5670000000000001,0.104
0.993664949,-2.169706491146879,Darius Bazley,bazleda01,2020,2659,1256,-4.243048142,3.024042307,-1.219005836,0.531852565,0.461812384,-4.58102002,1.3051898,-3.27583022,-0.577346282,OKC,20,203.2,94.347136,None,USA,2019,1,23,61,5.6,4,0.7,-3.2,0.025,0.172,0.146,0.49700000000000005,0.054
-2.169706491146879,NA,Darius Bazley,bazleda01,2021,3658,1714,-4.577452868539421,-0.6453785266005383,-5.222831395139959,-2.169706491146879,0,-4.841423747047895,-1.54757726544856,-6.389001012496456,0.3389133821957686,OKC,21,203.2,94.347136,None,USA,2019,1,23,55,13.7,7.2,1.8,-13.1,0.027,0.193,0.218,0.491,0.091
-3.522240769,1.292475644359848,Darius Garland,garlada01,2020,3814,1824,-2.59798464,-3.947757891,-6.54574253,-3.522240769,0,-1.975713639,-3.703374801,-5.67908844,-0.291814449,CLE,20,185.42,87.089664,Vanderbilt,USA,2019,1,5,59,12.3,1.9,3.9,-8.7,0.01399999999999999,0.046,0.201,0.498,0.182
1.292475644359848,NA,Darius Garland,garlada01,2021,3684,1790,0.1543099867274348,-1.491230407103306,-1.336920420375872,1.292475644359848,0,-0.052925399649142,-1.047083659607276,-1.100009059256418,0.1540977268839522,CLE,21,185.42,87.089664,Vanderbilt,USA,2019,1,5,54,17.4,2.4,6.1,-6.6,0.013,0.062,0.245,0.547,0.298
-0.025103287,-0.087173338,Darius Johnson-Odom,johnsda03,2013,12,6,-9.854671221,-1.184565057,-11.03923628,-0.025103287,0,-9.048858031,-2.949888669,-11.9987467,-0.996971152,LAL,23,187.96,97.52228,Marquette,USA,2012,2,55,4,0,1,0.3,-43.1,0.1,0.214,0.26899999999999996,0,0.33299999999999996
-0.087173338,NA,Darius Johnson-Odom,johnsda03,2014,34,15,-21.29463351,7.443262863,-13.85137065,-0.087173338,0,-12.97957589,5.234615814,-7.744960074,2.500131798,PHI,24,187.96,97.52228,Marquette,USA,2012,2,55,3,0,0.7,0.3,-9.9,0,0.133,0.271,0,0.1
3.971722655,3.169014974,Darius Miles,milesda01,2001,4027,2133,-1.432493104,2.335750396,0.903257291,3.971722655,0,-1.609711183,1.665869289,0.056158106,-0.091946541,LAC,19,205.74,91.625584,None,USA,2000,1,3,81,9.4,5.9,1.2,1.7,0.07200000000000001,0.173,0.191,0.518,0.08
3.169014974,-1.124485677,Darius Miles,milesda01,2002,4228,2227,-1.269435912,1.312540494,0.043104582,3.169014974,0,-1.338301231,0.792956661,-0.545344569,-0.131689415,LAC,20,205.74,95.25432,None,USA,2000,1,3,82,9.5,5.5,2.2,-0.1,0.057,0.172,0.185,0.516,0.13699999999999998
-1.124485677,2.010710594,Darius Miles,milesda01,2003,3977,2008,-4.103717883,0.253679192,-3.850038691,-1.124485677,0,-4.041855984,-0.208629672,-4.250485656,-0.202940483,CLE,21,205.74,95.25432,None,USA,2000,1,3,67,9.2,5.4,2.6,-9.9,0.062,0.138,0.191,0.435,0.14800000000000002
2.010710594,1.518429935,Darius Miles,milesda01,2004,3862,2079,-0.949710953,0.056083057,-0.893627896,2.010710594,0,-1.007200422,-0.316153048,-1.323353471,0.039462328,POR,22,205.74,95.25432,None,USA,2000,1,3,79,10.9,4.5,2.1,-2.8,0.064,0.129,0.21899999999999997,0.514,0.142
1.518429935,-0.119428542,Darius Miles,milesda01,2005,3215,1699,-2.384562088,1.378536765,-1.006025323,1.518429935,0,-2.159809471,1.23899733,-0.92081214,0.407936045,POR,23,205.74,95.25432,None,USA,2000,1,3,63,12.8,4.7,2,-1.6,0.052,0.145,0.258,0.511,0.14300000000000002
-0.119428542,0.177865024,Darius Miles,milesda01,2006,2374,1286,-3.759692633,0.827947155,-2.931745478,-0.119428542,0,-3.457761528,0.601018018,-2.85674351,0.140010482,POR,24,205.74,95.25432,None,USA,2000,1,3,40,14,4.6,1.8,-8.9,0.023,0.14,0.256,0.48,0.106
0.177865024,NA,Darius Miles,milesda01,2009,566,298,-1.891602884,0.311092978,-1.580509907,0.177865024,0,-2.312888184,-0.893141327,-3.206029511,0.029341544,MEM,27,205.74,106.59412,None,USA,2000,1,3,34,3.5,1.7,0.5,-13.2,0.076,0.158,0.211,0.5329999999999999,0.116
0.206532412,0.851263007,Darius Miller,milleda01,2013,1294,694,-2.56417743,0.393673018,-2.170504412,0.206532412,0,-2.969431154,0.125537898,-2.843893256,0.610428352,NOH,23,203.2,106.59412,Kentucky,USA,2012,2,46,52,2.3,1.5,0.8,-5.1,0.013,0.123,0.092,0.529,0.1
0.851263007,-0.307125757,Darius Miller,milleda01,2014,1420,723,-0.071191066,-0.363508682,-0.434699749,0.851263007,0,-0.520749736,-0.864328663,-1.385078399,-0.313606448,NOP,24,203.2,102.0582,Kentucky,USA,2012,2,46,45,4.4,1.2,1,1,0.015,0.068,0.129,0.55,0.09
-0.307125757,2.073196977,Darius Miller,milleda01,2015,88,43,-10.50832966,-6.204127313,-16.71245697,-0.307125757,0,-9.925668043,-3.902325539,-13.82799358,0.253262492,NOP,25,203.2,102.0582,Kentucky,USA,2012,2,46,5,0.4,0.2,0.4,-13.1,0,0.031,0.08900000000000001,0.14300000000000002,0.07400000000000001
2.073196977,1.189987575,Darius Miller,milleda01,2018,4490,2106,0.355593524,-1.173748308,-0.818154783,1.967031821,0.106165157,-0.036771903,-1.773326599,-1.810098502,-0.345165329,NOP,28,203.2,102.0582,Kentucky,USA,2012,2,46,82,7.8,2,1.4,-0.6,0.009,0.07,0.124,0.617,0.076
1.189987575,0.8308737377446196,Darius Miller,milleda01,2019,3837,1757,-0.931896356,-0.493935462,-1.425831818,1.189987575,0,-0.723723943,-0.924152954,-1.647876898,0.255414571,NOP,29,203.2,102.0582,Kentucky,USA,2012,2,46,69,8.2,1.9,2.1,-0.2,0.00699999999999999,0.059,0.131,0.55,0.107
0.8308737377446196,NA,Darius Miller,milleda01,2021,430,197,2.298536095452466,3.223763508090211,5.522299603542677,0.8308737377446196,0,0.5123753636892093,1.832060162891688,2.344435526580897,-0.0692407720185882,OKC,31,198.12,102.0582,Kentucky,USA,2012,2,46,18,4.1,1.3,1.2,7.2,0.011,0.103,0.127,0.685,0.151
-0.301068421,-0.477097761,Darius Morris,morrida01,2012,337,177,-3.295922043,-2.815147004,-6.111069047,-0.409728557,0.108660135,-3.64216905,-3.868272478,-7.510441528,0.243818126,LAL,21,193.04,86.18248,Michigan,USA,2011,2,41,19,2.4,0.8,1.1,-13.7,0.01399999999999999,0.09,0.19,0.5,0.221
-0.477097761,-0.298036746,Darius Morris,morrida01,2013,1563,788,-2.593486088,-1.355626739,-3.949112827,-0.563429803,0.086332042,-2.739709691,-1.736502944,-4.476212635,0.067218594,LAL,22,193.04,86.18248,Michigan,USA,2011,2,41,48,4,1.2,1.6,0.8,0.038,0.051,0.162,0.475,0.175
-0.298036746,-0.521592389,Darius Morris,morrida01,2014,632,313,-3.286573332,-1.369712035,-4.656285367,-0.298036746,0,-3.11754586,-1.241586342,-4.359132202,-0.582032296,MEM,23,193.04,88.45044,Michigan,USA,2011,2,41,27,4,1,1.6,-12.1,0.024,0.075,0.192,0.498,0.259
-0.521592389,NA,Darius Morris,morrida01,2015,609,304,-3.904169869,-2.238276629,-6.142446498,-0.478113486,-0.043478904,-3.981446109,-3.272943751,-7.25438986,-0.849218857,BKN,24,193.04,88.45044,Michigan,USA,2011,2,41,38,2.2,0.7,1.3,-11.2,0.025,0.077,0.199,0.377,0.281
1.217307528,2.900751951,Darius Songaila,songada01,2004,2076,1061,-0.286927752,-0.215265203,-0.502192955,1.247328885,-0.030021357,-0.539474644,-0.537246667,-1.076721312,0.077029265,SAC,26,205.74,112.490816,Wake Forest,World,2002,2,49,73,4.6,3.1,0.7,7,0.107,0.156,0.16399999999999998,0.541,0.077
2.900751951,1.008291713,Darius Songaila,songada01,2005,3412,1743,0.39803156,0.119117667,0.517149227,2.872882555,0.027869396,0.050882296,-0.107933941,-0.057051645,-0.063934867,SAC,27,203.2,108.86208,Wake Forest,World,2002,2,49,81,7.5,4.2,1.4,4.3,0.086,0.153,0.16399999999999998,0.5660000000000001,0.106
1.008291713,-0.182026921,Darius Songaila,songada01,2006,2602,1329,-1.56126954,0.298354869,-1.262914671,1.008291713,0,-1.68579141,8.36226e-4,-1.684955184,-0.00319142,CHI,28,203.2,108.86208,Wake Forest,World,2002,2,49,62,9.2,4,1.4,1.8,0.069,0.151,0.215,0.524,0.113
-0.182026921,0.336478111,Darius Songaila,songada01,2007,1556,790,-1.251472667,-1.96162698,-3.213099647,-0.225246075,0.043219154,-1.410046045,-1.749082812,-3.159128857,0.488606643,WAS,29,205.74,112.490816,Wake Forest,World,2002,2,49,37,7.6,3.6,1,-2.6,0.07400000000000001,0.149,0.18600000000000003,0.5670000000000001,0.092
0.336478111,1.136198357,Darius Songaila,songada01,2008,3074,1631,-2.9440577,0.603455016,-2.340602684,0.407749795,-0.071271684,-2.889034975,0.355366628,-2.533668346,0.193622361,WAS,30,205.74,112.490816,Wake Forest,World,2002,2,49,80,6.2,3.4,1.7,0.8,0.061,0.146,0.174,0.496,0.142
1.136198357,-1.165834267,Darius Songaila,songada01,2009,2917,1521,-1.819849574,0.528288366,-1.291561208,1.136198357,0,-1.87489631,0.717219672,-1.157676638,0.363180165,WAS,31,205.74,112.490816,Wake Forest,World,2002,2,49,77,7.4,2.9,1.2,-5.4,0.05799999999999999,0.121,0.172,0.57,0.101
-1.165834267,-0.214125985,Darius Songaila,songada01,2010,2751,1410,-4.010669259,-0.347184846,-4.357854105,-1.165834267,0,-3.632795425,0.169978076,-3.462817348,0.744429193,NOH,32,205.74,112.490816,Wake Forest,World,2002,2,49,75,7.2,3.1,0.9,-2.7,0.05,0.156,0.197,0.522,0.081
-0.214125985,NA,Darius Songaila,songada01,2011,137,71,-5.994015701,-2.562846293,-8.556861994,-0.214125985,0,-6.2958952,-2.278701172,-8.574596372,1.673411502,PHI,33,205.74,112.490816,Wake Forest,World,2002,2,49,10,1.6,1,0.2,-14.1,0.02899999999999999,0.157,0.128,0.477,0.044
-0.070802142,NA,Darius Washington,washida01,2008,273,146,-2.434424348,-1.25675554,-3.691179888,-0.070802142,0,-2.488972337,-1.909704052,-4.398676389,0.926629469,SAS,22,187.96,88.45044,Memphis,USA,Undrafted,U,NA,18,2.9,1.1,0.8,1.3,0.035,0.129,0.214,0.493,0.161
-0.491704784,-0.737179934,Darko Milicic,milicda01,2004,320,173,-9.355453284,1.236296682,-8.119156602,-0.328926456,-0.162778328,-8.233398371,1.137749735,-7.095648636,1.533409057,DET,19,213.36,111.13004,None,World,2003,1,2,34,1.4,1.3,0.2,-12.6,0.08,0.212,0.271,0.318,0.095
-0.737179934,-0.541652516,Darko Milicic,milicda01,2005,505,275,-8.386003066,0.401164817,-7.984838249,-0.687380985,-0.049798949,-8.198080396,-1.151455494,-9.34953589,0.16332758,DET,20,213.36,111.13004,None,World,2003,1,2,37,1.8,1.2,0.2,5.3,0.01399999999999999,0.174,0.199,0.387,0.05
-0.541652516,2.301127627,Darko Milicic,milicda01,2006,1423,767,-3.934987164,-0.17183459,-4.106821754,-0.541652516,0,-3.668027765,-0.757289665,-4.42531743,0.290210416,ORL,21,213.36,111.13004,None,World,2003,1,2,55,4.8,2.7,0.7,-1.9,0.071,0.162,0.19,0.52,0.096
2.301127627,-1.278641191,Darko Milicic,milicda01,2007,3831,2028,-2.123881369,1.578461729,-0.545419639,1.887807363,0.413320264,-2.034126202,1.202525142,-0.83160106,-0.176521722,ORL,22,213.36,124.7378,None,World,2003,1,2,80,8,5.5,1.1,0.5,0.097,0.185,0.18899999999999997,0.4920000000000001,0.081
-1.278641191,0.349473313,Darko Milicic,milicda01,2008,3340,1663,-5.506025287,1.245297395,-4.260727892,-1.278641191,0,-5.173535672,0.985130388,-4.188405284,-0.230265683,MEM,23,213.36,124.7378,None,World,2003,1,2,70,7.2,6.1,0.8,-8.7,0.085,0.197,0.175,0.456,0.055
0.349473313,-0.038211007,Darko Milicic,milicda01,2009,1963,1034,-2.81558718,0.727210725,-2.088376455,0.349473313,0,-2.975326797,0.409832286,-2.56549451,0.115905464,MEM,24,213.36,124.7378,None,World,2003,1,2,61,5.5,4.3,0.6,-4,0.096,0.203,0.162,0.5329999999999999,0.054
-0.038211007,-1.173485484,Darko Milicic,milicda01,2010,1384,685,-2.793240232,-0.068821388,-2.862061619,-0.038211007,0,-2.727054294,0.393167261,-2.333887033,0.137685273,MIN,25,213.36,124.7378,None,World,2003,1,2,32,6.7,4.7,1.5,-9.3,0.07400000000000001,0.17800000000000002,0.161,0.49700000000000005,0.105
-1.173485484,-0.376567845,Darko Milicic,milicda01,2011,3428,1686,-5.093876952,0.980950199,-4.112926752,-1.173485484,0,-4.593544094,0.982859193,-3.6106849,0.087417099,MIN,26,213.36,124.7378,None,World,2003,1,2,69,8.8,5.2,1.5,-6.7,0.085,0.146,0.199,0.482,0.099
-0.376567845,-0.063269128,Darko Milicic,milicda01,2012,928,472,-5.346991053,1.036718445,-4.310272609,-0.376567845,0,-5.156602271,0.513984107,-4.642618165,0.204428749,MIN,27,213.36,124.7378,None,World,2003,1,2,29,4.6,3.3,0.6,-5.9,0.079,0.14300000000000002,0.171,0.458,0.062
-0.063269128,NA,Darko Milicic,milicda01,2013,10,5,-22.92423428,-3.840036342,-26.76427062,-0.063269128,0,-20.75320705,-7.419603336,-28.17281039,3.052830681,BOS,28,213.36,124.7378,None,World,2003,1,2,1,0,1,0,-29.3,0,0.25,0.253,0,0
-0.63542811,-0.427058367,Darnell Jackson,jacksda01,2009,849,455,-3.799950204,-1.606595526,-5.406545731,-0.45616941,-0.1792587,-4.046539379,-1.187046844,-5.233586224,1.000746423,CLE,23,205.74,114.758776,Kansas,USA,2008,2,52,51,1.9,1.7,0.2,-7.5,0.094,0.155,0.128,0.483,0.03
-0.427058367,-0.167087788,Darnell Jackson,jacksda01,2010,237,123,-7.848369019,-1.609072389,-9.457441408,-0.427058367,0,-7.405977227,-2.494515001,-9.900492228,1.384386803,MIL,24,205.74,114.758776,Kansas,USA,2008,2,52,28,0.8,0.8,0.1,-12.4,0.091,0.116,0.177,0.35200000000000004,0.05599999999999999
-0.167087788,NA,Darnell Jackson,jacksda01,2011,975,486,-2.05800457,-1.364786186,-3.422790756,-0.167087788,0,-2.409125992,-1.976573824,-4.385699816,0.147747256,SAC,25,205.74,114.758776,Kansas,USA,2008,2,52,59,3.2,1.6,0.2,-5.8,0.103,0.106,0.175,0.521,0.048
2.768524134,2.513328356,Darrell Armstrong,armstda01,1997,2135,1153,1.621248342,0.236213785,1.857462128,2.035340789,0.733183345,1.772123468,-0.013576408,1.75854706,0.920022645,ORL,29,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,67,6.1,1.1,2.6,0.3,0.039,0.05,0.222,0.525,0.308
2.513328356,7.508455856,Darrell Armstrong,armstda01,1998,2269,1236,1.433486278,-0.187492547,1.245993731,2.513328356,0,1.208333423,-0.110365706,1.097967717,-0.238332684,ORL,30,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,48,9.2,3.3,4.9,-2.7,0.061,0.096,0.203,0.509,0.34600000000000003
7.508455856,10.25148846,Darrell Armstrong,armstda01,1999,3111,1665,4.580452143,1.515639978,6.096092121,7.319468364,0.188987492,4.579288779,1.547014851,6.12630363,0.012255866,ORL,31,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,50,13.8,3.6,6.7,4.7,0.04,0.101,0.225,0.575,0.401
10.25148846,9.392953213,Darrell Armstrong,armstda01,2000,5310,2590,3.726113482,1.280989435,5.007102918,10.25148846,0,4.050281387,1.444651055,5.494932442,0.01023074,ORL,32,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,82,16.2,3.3,6.1,0.4,0.027,0.085,0.235,0.542,0.309
9.392953213,8.454410125,Darrell Armstrong,armstda01,2001,5761,2934,3.87919396,-0.342623996,3.536569964,9.199408129,0.193545084,4.014638634,0.184392596,4.19903123,-0.217668303,ORL,33,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,75,15.8,4.6,7,3.8,0.036,0.102,0.208,0.535,0.299
8.454410125,5.859837274,Darrell Armstrong,armstda01,2002,5655,2888,2.436280788,0.546109773,2.982390561,8.104615765,0.349794361,2.715026883,1.096192544,3.811219426,0.051864359,ORL,34,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,82,12.4,3.9,5.5,3.2,0.033,0.097,0.17800000000000002,0.5529999999999999,0.249
5.859837274,6.717354074,Darrell Armstrong,armstda01,2003,5029,2576,1.086569992,0.615898617,1.70246861,5.450730391,0.409106883,1.143370389,0.766842515,1.910212904,0.034386471,ORL,35,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,82,9.4,3.6,3.9,0.9,0.043,0.102,0.16699999999999998,0.53,0.21899999999999997
6.717354074,1.375091792,Darrell Armstrong,armstda01,2004,4494,2397,1.910778806,0.810054334,2.720833139,6.71557726,0.001776814,2.14733392,0.906447585,3.053781506,0.510185839,NOH,36,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,79,10.6,2.9,3.9,1.6,0.031,0.086,0.191,0.525,0.244
1.375091792,-0.335982621,Darrell Armstrong,armstda01,2005,2014,1054,-1.014588842,0.788119685,-0.226469157,1.154068211,0.221023581,-0.897212332,0.410635421,-0.486576911,0.941969532,DAL,37,185.42,81.64656,Fayetteville State,USA,Undrafted,U,NA,66,4,1.7,2.7,-2.2,0.04,0.094,0.16899999999999998,0.43,0.295
